"SANGER_MODEL_ID","BROAD_ID","COSMIC_ID","CCLE_ID","RRID","MODEL_NAME","SYNONYMS","TCGA_CODE","TISSUE","CANCER_TYPE","CANCER_TYPE_DETAIL"
"SIDM00897","ACH-000017","998199","SKBR3_BREAST","CVCL_0033","SK-BR-3",NA,"BRCA","Breast","Breast Carcinoma","Breast Adenocarcinoma"
"SIDM00904","ACH-000739","1298135","HEPG2_LIVER","CVCL_0027","Hep-G2",NA,"LIHB","Liver","Hepatocellular Carcinoma","Hepatoblastoma"
"SIDM00906","ACH-001335",NA,"C4II_CERVIX","CVCL_1095","C-4-II",NA,"CESC","Cervix","Cervical Carcinoma","Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma"
"SIDM00911","ACH-001041",NA,"COLO699_LUNG","CVCL_1992","COLO-699",NA,"MEL","Lung","Other Solid Cancers","Lung Carcinoma"
"SIDM00912",NA,"1290774",NA,"CVCL_1992","COLO-699N",NA,NA,"Lung","Other Solid Cancers","Lung Carcinoma"
"SIDM00574","ACH-001605","908452","NO10_CENTRAL_NERVOUS_SYSTEM","CVCL_3075","no-10","Onda 10;Case 6","LGG","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00757","ACH-000590","908478","NCIH2073_LUNG","CVCL_1521","NCI-H2073",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00569","ACH-002178","910849","NY_BONE","CVCL_1613","NY",NA,"UNCLASSIFIED","Bone","Osteosarcoma","Osteosarcoma"
"SIDM00581","ACH-000738","687568","GB1_CENTRAL_NERVOUS_SYSTEM","CVCL_1227","GB-1",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00521","ACH-000743","1297439","CORL95_LUNG","CVCL_2418","COR-L95",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00598","ACH-000843","1240142","HARA_LUNG","CVCL_2914","HARA","KCC-C1","LUSC","Lung","Squamous Cell Lung Carcinoma","Squamous Cell Lung Carcinoma"
"SIDM00591","ACH-002045","753561","HO1U1_UPPER_AERODIGESTIVE_TRACT","CVCL_2784","HO-1-u-1","Ueda-1","HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM00590","ACH-000472","753562","HSC2_UPPER_AERODIGESTIVE_TRACT","CVCL_1287","HSC-2",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM00589","ACH-000778","907061","HSC3_UPPER_AERODIGESTIVE_TRACT","CVCL_1288","HSC-3",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Tongue Squamous Cell Carcinoma"
"SIDM00587","ACH-000976","907069","HUCCT1_BILIARY_TRACT","CVCL_0324","HuCCT1",NA,"UNCLASSIFIED","Biliary Tract","Biliary Tract Carcinoma","Intrahepatic Cholangiocarcinoma"
"SIDM00585","ACH-000480","907071","HUH7_LIVER","CVCL_0336","HuH-7","JTC-39","LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00584","ACH-002142","909977","HUO3N1_BONE","CVCL_1297","HuO-3N1",NA,"UNCLASSIFIED","Bone","Osteosarcoma","Osteosarcoma"
"SIDM00599","ACH-001526","907072","HUO9_BONE","CVCL_1298","HuO9","Hu09","UNCLASSIFIED","Bone","Osteosarcoma","Osteosarcoma"
"SIDM00600","ACH-001528","1240154","IHH4_THYROID","CVCL_2960","IHH-4",NA,"THCA","Thyroid","Thyroid Gland Carcinoma","Papillary Thyroid Carcinoma"
"SIDM00617","ACH-000577","1240157","JHH2_LIVER","CVCL_2786","JHH-2",NA,"LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00616","ACH-000476","1240158","JHH4_LIVER","CVCL_2787","JHH-4",NA,"LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00615","ACH-000217","1240159","JHH6_LIVER","CVCL_2788","JHH-6",NA,"LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00612","ACH-002257","907279","KINGS1_CENTRAL_NERVOUS_SYSTEM","CVCL_1328","KINGS-1",NA,"LGG","Central Nervous System","Glioma","Anaplastic Astrocytoma"
"SIDM00611","ACH-000684","1298168","KMRC1_KIDNEY","CVCL_2983","KMRC-1",NA,"KIRC","Kidney","Kidney Carcinoma","Clear Cell Renal Cell Carcinoma"
"SIDM00609","ACH-000250","1298169","KMRC20_KIDNEY","CVCL_2986","KMRC-20",NA,"KIRC","Kidney","Kidney Carcinoma","Clear Cell Renal Cell Carcinoma"
"SIDM00607","ACH-000622","907282","KNS42_CENTRAL_NERVOUS_SYSTEM","CVCL_0378","KNS-42",NA,"LGG","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00606","ACH-000858","753569","KNS62_LUNG","CVCL_1335","KNS-62",NA,"LUSC","Lung","Squamous Cell Lung Carcinoma","Squamous Cell Lung Carcinoma"
"SIDM00604","ACH-001542","1298215","KON_UPPER_AERODIGESTIVE_TRACT","CVCL_3001","KON",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM01250",NA,NA,NA,"CVCL_3497","CEMC2",NA,NA,"Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Childhood T Acute Lymphoblastic Leukemia"
"SIDM00583","ACH-001107","1298216","KP1N_PANCREAS","CVCL_3002","KP-1N",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00571","ACH-000108","1298219","KP3_PANCREAS","CVCL_3005","KP-3",NA,"UNCLASSIFIED","Pancreas","Pancreatic Carcinoma","Pancreatic Adenosquamous Carcinoma"
"SIDM00579","ACH-002277","1240181","NBTU110_AUTONOMIC_GANGLIA","CVCL_3041","NB(TU)1-10",NA,"NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00752","ACH-002365",NA,"NCIBL1770_MATCHED_NORMAL_TISSUE","CVCL_2644","NCI-BL1770",NA,NA,"Haematopoietic and Lymphoid","Non-Cancerous","Non-Cancerous"
"SIDM00577","ACH-001603","908447","NH12_AUTONOMIC_GANGLIA","CVCL_1605","NH-12",NA,"NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00576","ACH-002290","908448","NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1607","NKM-1",NA,"LAML","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Myeloid Leukemia"
"SIDM00575","ACH-000200","908449","NMCG1_CENTRAL_NERVOUS_SYSTEM","CVCL_1608","NMC-G1",NA,"LGG","Central Nervous System","Glioma","Astrocytoma"
"SIDM00580","ACH-000168","908451","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1609","NOMO-1",NA,"LAML","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Monocytic Leukemia"
"SIDM00570","ACH-000674","1298357","NUGC4_STOMACH","CVCL_3082","NUGC-4",NA,"STAD","Stomach","Gastric Carcinoma","Signet Ring Cell Gastric Adenocarcinoma"
"SIDM00567","ACH-000776","909248","ONS76_CENTRAL_NERVOUS_SYSTEM","CVCL_1624","ONS-76",NA,"MB","Central Nervous System","Other Solid Cancers","Medulloblastoma"
"SIDM00566","ACH-001625","1298362","OSC19_UPPER_AERODIGESTIVE_TRACT","CVCL_3086","OSC-19",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Tongue Squamous Cell Carcinoma"
"SIDM00565","ACH-001626","1240196","OSC20_UPPER_AERODIGESTIVE_TRACT","CVCL_3087","OSC-20",NA,"HNSC","Head and Neck","Oral Cavity Carcinoma","Oral Cavity Squamous Cell Carcinoma"
"SIDM00564","ACH-000527","1240198","OVISE_OVARY","CVCL_3116","OVISE",NA,"OV","Ovary","Ovarian Carcinoma","Ovarian Clear Cell Adenocarcinoma"
"SIDM00586","ACH-000475","1298146","HUH1_LIVER","CVCL_2956","huH-1",NA,"LIHC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma"
"SIDM00573","ACH-001606","908450","NO11_CENTRAL_NERVOUS_SYSTEM","CVCL_3076","no-11","Onda 11;Case 3","LGG","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM01115","ACH-001171","725721","PL45_PANCREAS","CVCL_3567","PL45",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00653","ACH-000514","687997","NCIH1092_LUNG","CVCL_1454","NCI-H1092",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00881","ACH-000352","1290905","HCC1428_BREAST","CVCL_1252","HCC1428",NA,"BRCA","Breast","Breast Carcinoma","Breast Adenocarcinoma"
"SIDM00622","ACH-002224","946367","D247MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1153","D-247MG",NA,"GBM","Central Nervous System","Glioblastoma","Gliosarcoma"
"SIDM00620","ACH-002226","946369","D336MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1156","D-336MG",NA,"LGG","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00621","ACH-002113","949166","EW13_BONE","CVCL_1211","EW-13","IARC-EW13","UNCLASSIFIED","Bone","Ewing's Sarcoma","Ewing's Sarcoma"
"SIDM00858","ACH-000082","1290807","G292CLONEA141B1_BONE","CVCL_2909","G-292-Clone-A141B1",NA,"UNCLASSIFIED","Bone","Osteosarcoma","Osteosarcoma"
"SIDM00871","ACH-002384",NA,"HCC1954_MATCHED_NORMAL_TISSUE","CVCL_1260","HCC1954-BL",NA,NA,"Haematopoietic and Lymphoid","Non-Cancerous","Non-Cancerous"
"SIDM00675","ACH-000276","749717","HCC38_BREAST","CVCL_1267","HCC38","HCC0038","BRCA","Breast","Breast Carcinoma","Ductal Breast Carcinoma"
"SIDM00673","ACH-000668","907048","HCC70_BREAST","CVCL_1270","HCC70","HCC0070","BRCA","Breast","Breast Carcinoma","Ductal Breast Carcinoma"
"SIDM00671","ACH-000061","907056","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1280","HH",NA,"UNCLASSIFIED","Haematopoietic and Lymphoid","T-Cell Non-Hodgkin's Lymphoma","Cutaneous T-Cell Lymphoma"
"SIDM00670","ACH-000270","1298136","HPAC_PANCREAS","CVCL_3517","HPAC",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM00669","ACH-000094","724869","HPAFII_PANCREAS","CVCL_0313","HPAF-II","HPAF-2;HPAF/CD18;CD18/HPAF;HPAF-II/CD18","PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00676","ACH-000547","907065","HT1197_URINARY_TRACT","CVCL_1291","HT-1197","HT 1197.T","BLCA","Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM00678","ACH-000724","907066","HT1376_URINARY_TRACT","CVCL_1292","HT-1376","HT 1376.T","BLCA","Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM00667","ACH-002246","1240149","HS633T_SOFT_TISSUE","CVCL_0832","Hs-633T","MBA/8387;MB 8387;Line 8387;HS 8387","UNCLASSIFIED","Soft Tissue","Other Sarcomas","Fibrosarcoma"
"SIDM00666","ACH-000067","1240150","HS683_CENTRAL_NERVOUS_SYSTEM","CVCL_0844","Hs-683","Hs 683.T","LGG","Central Nervous System","Glioma","Oligodendroglioma"
"SIDM00665","ACH-000616","1240151","HS746T_STOMACH","CVCL_0333","Hs-746T",NA,"STAD","Stomach","Gastric Carcinoma","Gastric Adenocarcinoma"
"SIDM00688","ACH-002253","1327769","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_3728","JSC-1",NA,"DLBC","Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","Primary Effusion Lymphoma"
"SIDM00619","ACH-002397","1298167",NA,"CVCL_S641","KMH-2",NA,"THCA","Thyroid","Thyroid Gland Carcinoma","Anaplastic Thyroid Carcinoma"
"SIDM00681","ACH-000252","917486","LS1034_LARGE_INTESTINE","CVCL_1382","LS1034",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM00677","ACH-000007","907795","LS513_LARGE_INTESTINE","CVCL_1386","LS-513",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM00659","ACH-001118","949094","M059J_CENTRAL_NERVOUS_SYSTEM","CVCL_0400","M059J","Mo 59J","GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00637","ACH-000583","907799","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1399","MC116",NA,"DLBC","Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","B-Cell Non-Hodgkin's Lymphoma"
"SIDM00631","ACH-001358","1330941","MDAMB330_BREAST","CVCL_0619","MDA-MB-330","MDA-330","BRCA","Breast","Breast Carcinoma","Breast Carcinoma"
"SIDM00628","ACH-000849","908123","MDAMB468_BREAST","CVCL_0419","MDA-MB-468","MDA-468","BRCA","Breast","Breast Carcinoma","Breast Adenocarcinoma"
"SIDM00627","ACH-001359","687514","ME180_CERVIX","CVCL_1401","ME-180",NA,"CESC","Cervix","Cervical Carcinoma","Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma"
"SIDM00625","ACH-000449","908127","MESSA_SOFT_TISSUE","CVCL_1404","MES-SA",NA,"UNCLASSIFIED","Uterus","Other Sarcomas","Uterine Corpus Sarcoma"
"SIDM00638","ACH-001360","1240179","MS751_CERVIX","CVCL_4996","MS751",NA,"CESC","Cervix","Cervical Carcinoma","Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma"
"SIDM00640","ACH-000335","908152","MSTO211H_PLEURA","CVCL_1430","MSTO-211H",NA,"MESO","Lung","Mesothelioma","Pleural Biphasic Mesothelioma"
"SIDM00657","ACH-000045","908156","MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0064","MV-4-11","MV4II","UNCLASSIFIED","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Childhood Acute Differentiated Monocytic Leukemia"
"SIDM00623","ACH-002339","908149","MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1439","Mo-T",NA,"UNCLASSIFIED","Haematopoietic and Lymphoid","Other Blood Cancers","Hairy Cell Leukemia"
"SIDM00578","ACH-000804","949179","NB1_AUTONOMIC_GANGLIA","CVCL_1440","NB1","NB-I","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00652","ACH-000780","908468","NCIH1105_LUNG","CVCL_1455","NCI-H1105",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00651","ACH-000980","908467","NCIH1155_LUNG","CVCL_1456","NCI-H1155","NCI-1155","UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Large Cell Lung Carcinoma"
"SIDM00650","ACH-002286","753597","NCIH128_LUNG","CVCL_1460","NCI-H128","NCI-128","SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00649","ACH-000510","724831","NCIH1299_LUNG","CVCL_0060","NCI-H1299",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Large Cell Lung Carcinoma"
"SIDM00648","ACH-002169","753599","NCIH1304_LUNG","CVCL_1462","NCI-H1304",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00645","ACH-000666","724866","NCIH1355_LUNG","CVCL_1464","NCI-H1355",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00658","ACH-000852","1298347","NCIH1435_LUNG","CVCL_1470","NCI-H1435",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00698","ACH-000506","910899","NCIH146_LUNG","CVCL_1473","NCI-H146",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00744","ACH-000893","910900","NCIH1651_LUNG","CVCL_1484","NCI-H1651",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00742","ACH-000021","687802","NCIH1693_LUNG","CVCL_1488","NCI-H1693",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00740","ACH-000747","908474","NCIH1703_LUNG","CVCL_1490","NCI-H1703",NA,"UNCLASSIFIED","Lung","Squamous Cell Lung Carcinoma","Squamous Cell Lung Carcinoma"
"SIDM00735","ACH-000298","688011","NCIH2029_LUNG","CVCL_1516","NCI-H2029",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00711","ACH-000727","1330973","NCIH2066_LUNG","CVCL_1520","NCI-H2066",NA,"SCLC","Lung","Squamous Cell Lung Carcinoma","Squamous Cell Lung Carcinoma"
"SIDM00709","ACH-000451","687812","NCIH2085_LUNG","CVCL_1523","NCI-H2085",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00699","ACH-001138","688014","NCIH2141_LUNG","CVCL_1534","NCI-H2141",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00731","ACH-000399","908481","NCIH2196_LUNG","CVCL_1539","NCI-H2196",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00729","ACH-000447","687816","NCIH2228_LUNG","CVCL_1543","NCI-H2228",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00728","ACH-000718","724874","NCIH2291_LUNG","CVCL_1546","NCI-H2291",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM01070","ACH-000840","1240144","HCC366_LUNG","CVCL_2059","HCC-366","HCC0366","UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Adenosquamous Lung Carcinoma"
"SIDM00686","ACH-000293","924187","KLE_ENDOMETRIUM","CVCL_1329","KLE",NA,"UCEC","Endometrium","Endometrial Carcinoma","Endometrial Adenocarcinoma"
"SIDM00908","ACH-002380",NA,"COLO829_MATCHED_NORMAL_TISSUE","CVCL_1999","COLO-829BL",NA,NA,"Haematopoietic and Lymphoid","Non-Cancerous","Non-Cancerous"
"SIDM01166","ACH-001011",NA,"ACCS_URINARY_TRACT","CVCL_6876","ACCS",NA,NA,"Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM00766","ACH-000586","1330972","NCIH1876_LUNG","CVCL_1503","NCI-H1876",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM01035","ACH-001103","753568","KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1333","KMS-12-PE",NA,NA,"Haematopoietic and Lymphoid","Plasma Cell Myeloma","Plasma Cell Myeloma"
"SIDM01046",NA,NA,NA,"CVCL_2033","EM-3",NA,NA,"Haematopoietic and Lymphoid","Chronic Myelogenous Leukemia","Chronic Myelogenous Leukemia"
"SIDM01022","ACH-001129","1330955","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1425","MONO-MAC-1","MM1","AMOL","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Monocytic Leukemia"
"SIDM01091",NA,NA,NA,"CVCL_3580","RF-1",NA,NA,"Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","Lymphoma"
"SIDM01053",NA,"1290799",NA,"CVCL_1814","EFM-192C",NA,NA,"Breast","Breast Carcinoma","Breast Carcinoma"
"SIDM01054",NA,"1240126",NA,"CVCL_1813","EFM-192B",NA,NA,"Breast","Breast Carcinoma","Breast Carcinoma"
"SIDM01075",NA,NA,NA,"CVCL_3809","WIL2-S",NA,NA,"Haematopoietic and Lymphoid","Non-Cancerous","Hereditary Spherocytosis"
"SIDM01094","ACH-001636",NA,"RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0597","Ramos",NA,"BL","Haematopoietic and Lymphoid","Burkitt's Lymphoma","Burkitt's Lymphoma"
"SIDM00734","ACH-000589","687794","NCIH1437_LUNG","CVCL_1472","NCI-H1437",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00809","ACH-001385","909700","RPMI2650_SKIN","CVCL_1664","RPMI-2650",NA,"HNSC","Head and Neck","Head and Neck Carcinoma","Head and Neck Squamous Cell Carcinoma"
"SIDM01295",NA,NA,NA,NA,"HCM-SANG-0315-C25","WTSI-PANC_014",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM00121","ACH-001738","905952","CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_0207","CCRF-CEM","CEM-CCRF;CEM-CCRF (CAMR);CCRF/CEM/0;CCRF-CEM/S;GM03671","ALL","Haematopoietic and Lymphoid","T-Lymphoblastic Leukemia","Childhood T Acute Lymphoblastic Leukemia"
"SIDM00732","ACH-002225","946368","D263MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1154","D-263MG",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00882","ACH-000277","907045","HCC1419_BREAST","CVCL_1251","HCC1419",NA,"BRCA","Breast","Breast Carcinoma","Ductal Breast Carcinoma"
"SIDM00806","ACH-000613","907060","HOS_BONE","CVCL_0312","HOS",NA,"UNCLASSIFIED","Bone","Osteosarcoma","Osteosarcoma"
"SIDM00695","ACH-000322","907067","HT144_SKIN","CVCL_0318","HT-144","HT144-mel","SKCM","Skin","Melanoma","Melanoma"
"SIDM00679","ACH-001525","907068","HT3_CERVIX","CVCL_1293","HT-3",NA,"CESC","Cervix","Cervical Carcinoma","Cervical Carcinoma"
"SIDM00694","ACH-000538","907073","HUTU80_SMALL_INTESTINE","CVCL_1301","HuTu-80",NA,"UNCLASSIFIED","Small Intestine","Other Solid Cancers","Duodenal Adenocarcinoma"
"SIDM00693","ACH-000396","753566","J82_URINARY_TRACT","CVCL_0359","J82","J82COT","BLCA","Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM00689","ACH-000151","1327768","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_3532","JM1",NA,"DLBC","Haematopoietic and Lymphoid","B-Lymphoblastic Leukemia","B Acute Lymphoblastic Leukemia"
"SIDM00685","ACH-000819","1240168","LN18_CENTRAL_NERVOUS_SYSTEM","CVCL_0392","LN-18","LN018","GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM00630","ACH-000876","924240","MDAMB415_BREAST","CVCL_0621","MDA-MB-415","MDA-415","BRCA","Breast","Breast Carcinoma","Breast Adenocarcinoma"
"SIDM00750","ACH-000869","1298348","NCIH1568_LUNG","CVCL_1476","NCI-H1568",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00749","ACH-000916","908472","NCIH1573_LUNG","CVCL_1478","NCI-H1573",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00748","ACH-000015","908471","NCIH1581_LUNG","CVCL_1479","NCI-H1581",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Large Cell Lung Carcinoma"
"SIDM00747","ACH-000744","687798","NCIH1623_LUNG","CVCL_1481","NCI-H1623",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00746","ACH-000766","687799","NCIH1648_LUNG","CVCL_1482","NCI-H1648",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00745","ACH-000035","687800","NCIH1650_LUNG","CVCL_1483","NCI-H1650","H1650_CO","LUAD","Lung","Non-Small Cell Lung Carcinoma","Bronchiolo-Alveolar Lung Carcinoma"
"SIDM00743","ACH-000448","908473","NCIH1666_LUNG","CVCL_1485","NCI-H1666","H1666_DA","LUAD","Lung","Non-Small Cell Lung Carcinoma","Bronchiolo-Alveolar Lung Carcinoma"
"SIDM00792","ACH-002170","1298349","NCIH1688_LUNG","CVCL_1487","NCI-H1688",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00741","ACH-000431","688006","NCIH1694_LUNG","CVCL_1489","NCI-H1694",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00739","ACH-000675","722058","NCIH1734_LUNG","CVCL_1491","NCI-H1734",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00738","ACH-000282","908475","NCIH1755_LUNG","CVCL_1492","NCI-H1755",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00768","ACH-000894","1240183","NCIH1869_LUNG","CVCL_1500","NCI-H1869",NA,"LUSC","Lung","Non-Small Cell Lung Carcinoma","Non-Small Cell Lung Carcinoma"
"SIDM00767","ACH-001136","688007","NCIH187_LUNG","CVCL_1501","NCI-H187",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00715","ACH-000521","722045","NCIH2030_LUNG","CVCL_1517","NCI-H2030",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00710","ACH-000394","908480","NCIH2081_LUNG","CVCL_1522","NCI-H2081",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00708","ACH-000841","724834","NCIH2087_LUNG","CVCL_1524","NCI-H2087",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00706","ACH-000290","688013","NCIH209_LUNG","CVCL_1525","NCI-H209",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00704","ACH-000639","1240189","NCIH211_LUNG","CVCL_1529","NCI-H211",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00716","ACH-000481","687815","NCIH2170_LUNG","CVCL_1535","NCI-H2170",NA,"LUSC","Lung","Squamous Cell Lung Carcinoma","Squamous Cell Lung Carcinoma"
"SIDM00733","ACH-000525","688015","NCIH2171_LUNG","CVCL_1536","NCI-H2171",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00730","ACH-000610","688018","NCIH2227_LUNG","CVCL_1542","NCI-H2227",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00727","ACH-000951","687819","NCIH2342_LUNG","CVCL_1549","NCI-H2342",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00726","ACH-000875","687820","NCIH2347_LUNG","CVCL_1550","NCI-H2347",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00723","ACH-000186","1298356","NCIH2444_LUNG","CVCL_1552","NCI-H2444",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Non-Small Cell Lung Carcinoma"
"SIDM00722","ACH-000092","908462","NCIH2452_PLEURA","CVCL_1553","NCI-H2452",NA,"MESO","Lung","Mesothelioma","Pleural Biphasic Mesothelioma"
